[2018/08/17 17:08:25] 5176492 -- Subscribe Channel: 000001D2 by (674110AC,00000399)
[2018/08/17 17:26:19] 5184726 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:26:22] 5184727 -- player login: lnpham [HuongThien] (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184728 -- Query ChannelID: \S from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184729 -- Query ChannelID: 世界 from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184730 -- Query ChannelID: \F7 from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184731 -- Query ChannelID: GM from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184732 -- Query ChannelID: \B from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184733 -- sync friend list: HuongThien (full)
[2018/08/17 17:26:22] 5184734 -- Query ChannelID: \S from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184735 -- Query ChannelID: 世界 from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184736 -- Query ChannelID: \F7 from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184737 -- Query ChannelID: GM from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184738 -- Query ChannelID: \B from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184739 -- Query ChannelID: \S from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184740 -- Query ChannelID: 世界 from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184741 -- Query ChannelID: \F7 from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184742 -- Query ChannelID: GM from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184743 -- Query ChannelID: \B from (674110AC, 000004A5)
[2018/08/17 17:26:22] 5184744 -- Subscribe Channel: 00000002 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184745 -- Subscribe Channel: 00000001 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184746 -- Subscribe Channel: 00000006 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184747 -- Subscribe Channel: GM <00000000> by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184748 -- Subscribe Channel: 00000004 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184749 -- Subscribe Channel: 00000002 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184750 -- Subscribe Channel: 00000001 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184751 -- Subscribe Channel: 00000006 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184752 -- Subscribe Channel: GM <00000000> by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184753 -- Subscribe Channel: 00000004 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184754 -- Subscribe Channel: 00000002 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184755 -- Subscribe Channel: 00000001 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184756 -- Subscribe Channel: 00000006 by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184757 -- Subscribe Channel: GM <00000000> by (674110AC,000004A5)
[2018/08/17 17:26:22] 5184758 -- Subscribe Channel: 00000004 by (674110AC,000004A5)
[2018/08/17 17:26:25] 5184759 -- Query ChannelID: \T139 from (674110AC, 00000132)
[2018/08/17 17:26:25] 5184760 -- Query ChannelID: \T139 from (674110AC, 00000132)
[2018/08/17 17:26:25] 5184761 -- Subscribe Channel: 00000363 by (674110AC,00000132)
[2018/08/17 17:26:25] 5184762 -- Query ChannelID: \T139 from (674110AC, 00000471)
[2018/08/17 17:26:25] 5184763 -- Subscribe Channel: 00000363 by (674110AC,00000471)
[2018/08/17 17:26:25] 5184764 -- Subscribe Channel: 00000363 by (674110AC,00000132)
[2018/08/17 17:26:28] 5184765 -- player login: nguyenvanphi1 [LeThuy] (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184766 -- Query ChannelID: \S from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184767 -- Query ChannelID: 世界 from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184768 -- Query ChannelID: \F4 from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184769 -- Query ChannelID: GM from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184770 -- Query ChannelID: \B from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184771 -- sync friend list: LeThuy (full)
[2018/08/17 17:26:28] 5184772 -- Query ChannelID: \S from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184773 -- Query ChannelID: 世界 from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184774 -- Query ChannelID: \F4 from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184775 -- Query ChannelID: GM from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184776 -- Query ChannelID: \B from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184777 -- Query ChannelID: \S from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184778 -- Query ChannelID: 世界 from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184779 -- Query ChannelID: \F4 from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184780 -- Query ChannelID: GM from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184781 -- Query ChannelID: \B from (674110AC, 000004A6)
[2018/08/17 17:26:28] 5184782 -- Subscribe Channel: 00000002 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184783 -- Subscribe Channel: 00000001 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184784 -- Subscribe Channel: 00000003 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184785 -- Subscribe Channel: GM <00000000> by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184786 -- Subscribe Channel: 00000004 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184787 -- Subscribe Channel: 00000002 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184788 -- Subscribe Channel: 00000001 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184789 -- Subscribe Channel: 00000003 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184790 -- Subscribe Channel: GM <00000000> by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184791 -- Subscribe Channel: 00000004 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184792 -- Subscribe Channel: 00000002 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184793 -- Subscribe Channel: 00000001 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184794 -- Subscribe Channel: 00000003 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184795 -- Subscribe Channel: GM <00000000> by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184796 -- Subscribe Channel: 00000004 by (674110AC,000004A6)
[2018/08/17 17:26:28] 5184797 -- Query ChannelID: \T11 from (674110AC, 000004A5)
[2018/08/17 17:26:31] 5184798 -- Subscribe Channel: 00000019 by (674110AC,000004A5)
[2018/08/17 17:26:31] 5184799 -- Query ChannelID: \T138 from (674110AC, 000000FE)
[2018/08/17 17:26:31] 5184800 -- Subscribe Channel: 0000009F by (674110AC,000000FE)
[2018/08/17 17:26:31] 5184801 -- try reclient: db - 172.16.65.103
[2018/08/17 17:26:31] 5184802 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:26:37] 5184803 -- player login: thuantn2 [Hello昅oney] (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184804 -- Query ChannelID: \S from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184805 -- Query ChannelID: 世界 from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184806 -- Query ChannelID: \F7 from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184807 -- Query ChannelID: GM from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184808 -- Query ChannelID: \B from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184809 -- sync friend list: Hello昅oney (full)
[2018/08/17 17:26:37] 5184810 -- Query ChannelID: \S from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184811 -- Query ChannelID: 世界 from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184812 -- Query ChannelID: \F7 from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184813 -- Query ChannelID: GM from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184814 -- Query ChannelID: \B from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184815 -- Query ChannelID: \S from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184816 -- Query ChannelID: 世界 from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184817 -- Query ChannelID: \F7 from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184818 -- Query ChannelID: GM from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184819 -- Query ChannelID: \B from (674110AC, 000004A7)
[2018/08/17 17:26:37] 5184820 -- Subscribe Channel: 00000002 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184821 -- Subscribe Channel: 00000001 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184822 -- Subscribe Channel: 00000006 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184823 -- Subscribe Channel: GM <00000000> by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184824 -- Subscribe Channel: 00000004 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184825 -- Subscribe Channel: 00000002 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184826 -- Subscribe Channel: 00000001 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184827 -- Subscribe Channel: 00000006 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184828 -- Subscribe Channel: GM <00000000> by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184829 -- Subscribe Channel: 00000004 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184830 -- Subscribe Channel: 00000002 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184831 -- Subscribe Channel: 00000001 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184832 -- Subscribe Channel: 00000006 by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184833 -- Subscribe Channel: GM <00000000> by (674110AC,000004A7)
[2018/08/17 17:26:37] 5184834 -- Subscribe Channel: 00000004 by (674110AC,000004A7)
[2018/08/17 17:26:40] 5184835 -- player login: khanghy15 [Khanghy15] (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184836 -- sync friend list: Khanghy15 (full)
[2018/08/17 17:26:40] 5184837 -- Query ChannelID: \S from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184838 -- Query ChannelID: 世界 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184839 -- Query ChannelID: \F2 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184840 -- Query ChannelID: GM from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184841 -- Query ChannelID: \B from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184842 -- Query ChannelID: \S from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184843 -- Query ChannelID: 世界 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184844 -- Query ChannelID: \F2 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184845 -- Query ChannelID: GM from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184846 -- Query ChannelID: \B from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184847 -- Query ChannelID: \O475618624 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184848 -- Query ChannelID: \S from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184849 -- Query ChannelID: 世界 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184850 -- Query ChannelID: \F2 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184851 -- Query ChannelID: GM from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184852 -- Query ChannelID: \B from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184853 -- Query ChannelID: \O475618624 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184854 -- Query ChannelID: \S from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184855 -- Query ChannelID: 世界 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184856 -- Query ChannelID: \F2 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184857 -- Query ChannelID: GM from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184858 -- Query ChannelID: \B from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184859 -- Query ChannelID: \O475618624 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184860 -- Query ChannelID: \S from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184861 -- Query ChannelID: 世界 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184862 -- Query ChannelID: \F2 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184863 -- Query ChannelID: GM from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184864 -- Query ChannelID: \B from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184865 -- Query ChannelID: \O475618624 from (674110AC, 000004A8)
[2018/08/17 17:26:40] 5184866 -- Subscribe Channel: 00000002 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184867 -- Subscribe Channel: 00000001 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184868 -- Subscribe Channel: 00000005 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184869 -- Subscribe Channel: GM <00000000> by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184870 -- Subscribe Channel: 00000004 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184871 -- Subscribe Channel: 00000002 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184872 -- Subscribe Channel: 00000001 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184873 -- Subscribe Channel: 00000005 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184874 -- Subscribe Channel: GM <00000000> by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184875 -- Subscribe Channel: 00000004 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184876 -- Subscribe Channel: 000000F5 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184877 -- Subscribe Channel: 00000002 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184878 -- Subscribe Channel: 00000001 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184879 -- Subscribe Channel: 00000005 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184880 -- Subscribe Channel: GM <00000000> by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184881 -- Subscribe Channel: 00000004 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184882 -- Subscribe Channel: 000000F5 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184883 -- Subscribe Channel: 00000002 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184884 -- Subscribe Channel: 00000001 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184885 -- Subscribe Channel: 00000005 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184886 -- Subscribe Channel: GM <00000000> by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184887 -- Subscribe Channel: 00000004 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184888 -- Subscribe Channel: 000000F5 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184889 -- Subscribe Channel: 00000002 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184890 -- Subscribe Channel: 00000001 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184891 -- Subscribe Channel: 00000005 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184892 -- Subscribe Channel: GM <00000000> by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184893 -- Subscribe Channel: 00000004 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184894 -- Subscribe Channel: 000000F5 by (674110AC,000004A8)
[2018/08/17 17:26:40] 5184895 -- Query ChannelID: \T140 from (674110AC, 00000302)
[2018/08/17 17:26:40] 5184896 -- Subscribe Channel: 000000A5 by (674110AC,00000302)
[2018/08/17 17:26:43] 5184897 -- Query ChannelID: \T140 from (674110AC, 000002EC)
[2018/08/17 17:26:43] 5184898 -- Subscribe Channel: 000000A5 by (674110AC,000002EC)
[2018/08/17 17:26:43] 5184899 -- try reclient: db - 172.16.65.103
[2018/08/17 17:26:43] 5184900 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:26:46] 5184901 -- player login: nudge10 [BlueMass] (674110AC, 000004A9)
[2018/08/17 17:26:46] 5184902 -- sync friend list: BlueMass (full)
[2018/08/17 17:26:46] 5184903 -- Query ChannelID: \S from (674110AC, 000004A9)
[2018/08/17 17:26:46] 5184904 -- Query ChannelID: 世界 from (674110AC, 000004A9)
[2018/08/17 17:26:46] 5184905 -- Query ChannelID: \F8 from (674110AC, 000004A9)
[2018/08/17 17:26:46] 5184906 -- Query ChannelID: GM from (674110AC, 000004A9)
[2018/08/17 17:26:46] 5184907 -- Query ChannelID: \B from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184908 -- Query ChannelID: \S from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184909 -- Query ChannelID: 世界 from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184910 -- Query ChannelID: \F8 from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184911 -- Query ChannelID: GM from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184912 -- Query ChannelID: \B from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184913 -- Query ChannelID: \S from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184914 -- Query ChannelID: 世界 from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184915 -- Query ChannelID: \F8 from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184916 -- Query ChannelID: GM from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184917 -- Query ChannelID: \B from (674110AC, 000004A9)
[2018/08/17 17:26:49] 5184918 -- Subscribe Channel: 00000002 by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184919 -- Subscribe Channel: 00000001 by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184920 -- Subscribe Channel: 0000000A by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184921 -- Subscribe Channel: GM <00000000> by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184922 -- Subscribe Channel: 00000004 by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184923 -- Subscribe Channel: 00000002 by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184924 -- Subscribe Channel: 00000001 by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184925 -- Subscribe Channel: 0000000A by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184926 -- Subscribe Channel: GM <00000000> by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184927 -- Subscribe Channel: 00000004 by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184928 -- Subscribe Channel: 00000002 by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184929 -- Subscribe Channel: 00000001 by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184930 -- Subscribe Channel: 0000000A by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184931 -- Subscribe Channel: GM <00000000> by (674110AC,000004A9)
[2018/08/17 17:26:49] 5184932 -- Subscribe Channel: 00000004 by (674110AC,000004A9)
[2018/08/17 17:26:53] 5184933 -- Query ChannelID: \T84 from (674110AC, 000004A4)
[2018/08/17 17:26:53] 5184934 -- Query ChannelID: \T84 from (674110AC, 000004A4)
[2018/08/17 17:26:53] 5184935 -- Query ChannelID: \T84 from (674110AC, 000004A7)
[2018/08/17 17:26:53] 5184936 -- Subscribe Channel: 000002D5 by (674110AC,000004A4)
[2018/08/17 17:26:53] 5184937 -- Subscribe Channel: 000002D5 by (674110AC,000004A4)
[2018/08/17 17:26:53] 5184938 -- Subscribe Channel: 000002D5 by (674110AC,000004A7)
[2018/08/17 17:26:55] 5184939 -- player login: nguyenvanphi7 [Trng-Phi.] (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184940 -- Query ChannelID: \S from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184941 -- Query ChannelID: 世界 from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184942 -- Query ChannelID: \F2 from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184943 -- Query ChannelID: GM from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184944 -- Query ChannelID: \B from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184945 -- sync friend list: Trng-Phi. (full)
[2018/08/17 17:26:55] 5184946 -- Query ChannelID: \S from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184947 -- Query ChannelID: 世界 from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184948 -- Query ChannelID: \F2 from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184949 -- Query ChannelID: GM from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184950 -- Query ChannelID: \B from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184951 -- Query ChannelID: \S from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184952 -- Query ChannelID: 世界 from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184953 -- Query ChannelID: \F2 from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184954 -- Query ChannelID: GM from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184955 -- Query ChannelID: \B from (674110AC, 000004AA)
[2018/08/17 17:26:55] 5184956 -- Subscribe Channel: 00000002 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184957 -- Subscribe Channel: 00000001 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184958 -- Subscribe Channel: 00000005 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184959 -- Subscribe Channel: GM <00000000> by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184960 -- Subscribe Channel: 00000004 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184961 -- Subscribe Channel: 00000002 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184962 -- Subscribe Channel: 00000001 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184963 -- Subscribe Channel: 00000005 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184964 -- Subscribe Channel: GM <00000000> by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184965 -- Subscribe Channel: 00000004 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184966 -- Subscribe Channel: 00000002 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184967 -- Subscribe Channel: 00000001 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184968 -- Subscribe Channel: 00000005 by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184969 -- Subscribe Channel: GM <00000000> by (674110AC,000004AA)
[2018/08/17 17:26:55] 5184970 -- Subscribe Channel: 00000004 by (674110AC,000004AA)
