名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)
同伴修练任务卷轴362	6	1	808	\spr\item\script\item_huangjintupu.spr	38	1	1	去羊角洞迷宫杀髻匕100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴363	6	1	809	\spr\item\script\item_huangjintupu.spr	38	1	1	去羊角洞迷宫杀髻匕150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴364	6	1	810	\spr\item\script\item_huangjintupu.spr	38	1	1	去清溪洞迷宫杀飞镰50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴365	6	1	811	\spr\item\script\item_huangjintupu.spr	38	1	1	去清溪洞迷宫杀飞镰100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴366	6	1	812	\spr\item\script\item_huangjintupu.spr	38	1	1	去清溪洞迷宫杀飞镰150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴367	6	1	813	\spr\item\script\item_huangjintupu.spr	38	1	1	去临渝关杀奔雷50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴368	6	1	814	\spr\item\script\item_huangjintupu.spr	38	1	1	去临渝关杀奔雷50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴369	6	1	815	\spr\item\script\item_huangjintupu.spr	38	1	1	去临渝关杀奔雷50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴370	6	1	816	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山脚杀独步50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴371	6	1	817	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山脚杀独步100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴372	6	1	818	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山脚杀独步150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴373	6	1	819	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山南麓杀霜刀50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴374	6	1	820	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山南麓杀霜刀100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴375	6	1	821	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山南麓杀霜刀150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴376	6	1	822	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山北麓杀刀斩50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴377	6	1	823	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山北麓杀刀斩100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴378	6	1	824	\spr\item\script\item_huangjintupu.spr	38	1	1	去长白山北麓杀刀斩150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴379	6	1	825	\spr\item\script\item_huangjintupu.spr	38	1	1	去漠北草原杀蒙古武士50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴380	6	1	826	\spr\item\script\item_huangjintupu.spr	38	1	1	去漠北草原杀蒙古武士100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴381	6	1	827	\spr\item\script\item_huangjintupu.spr	38	1	1	去漠北草原杀蒙古武士150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
黄金碎片	6	1	828	\spr\item\obj_item_gifts.spr	430	1	1	台湾活动道具		100	1	0	\script\item\goldpiece.lua	0	1	1	0	0
教育任务卷轴	6	1	829	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙王台打木桩30次		100	1	0	\script\item\reward\reward_education.lua	0	1	1	0	0
月光宝盒	6	1	830	\spr\item\script\zq_ygbh.spr	428	2	2	充了剑侠中秋点卡领取的礼物，右键使用后可以随机得到宝物奖励。		100	1	0	\script\item\moonlight_box.lua	0	1	1	0	0
武林大会红包	6	1	831	\spr\item\obj_item_jixiang.spr	347	1	1	武林大会奖品，右键使用后可以随机得到宝物奖励。		100	1	0	\script\item\wulin_hongbao.lua	0	1	1	0	0
浓情玫瑰花	6	1	832	\spr\item\questkey\flower.spr	431	1	1	七夕的甜蜜礼物		100	1	0	\script\item\rose.lua	0	1	1	0	0
爱恋巧克力	6	1	833	\spr\item\obj_item_gifts.spr	345	1	1	七夕的甜蜜礼物，使用后获得一定的经验奖励。<enter>累积9个也可以到江津村月老处兑换经验或物品奖励。		100	1	0	\script\item\lovechocolate.lua	0	1	1	0	0
金刚不破·同伴抗性秘籍	6	1	834	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升“金刚不破”技能，提高同伴普防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\item\partner_skillbook_resist.lua	0	1	1	1	0
百毒不侵·同伴抗性秘籍	6	1	835	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升“百毒不侵”技能，提高同伴毒防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\item\partner_skillbook_resist.lua	0	1	1	1	0
冰雪初融·同伴抗性秘籍	6	1	836	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升“冰雪初融”技能，提高同伴冰防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\item\partner_skillbook_resist.lua	0	1	1	1	0
真火抗力·同伴抗性秘籍	6	1	837	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升“真火抗力”技能，提高同伴火防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\item\partner_skillbook_resist.lua	0	1	1	1	0
雷霆护甲·同伴抗性秘籍	6	1	838	\spr\item\questkey\obj_item_lection02.spr	374	1	1	能使同伴提升“雷霆护甲”技能，提高同伴雷防的能力<enter>每个同伴最多学习20本抗性秘籍		100	1	0	\script\item\partner_skillbook_resist.lua	0	1	1	1	0
镇狱破天劲·同伴绝技秘籍	6	1	839	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“镇狱破天劲”技能，缩短主人的中毒时间		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
大悲咒·同伴绝技秘籍	6	1	840	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“大悲咒”技能，增加主人的毒防		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
炼狱腐蛊·同伴绝技秘籍	6	1	841	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“炼狱腐蛊”技能，增加主人的雷防		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
蚀骨血仞·同伴绝技秘籍	6	1	842	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“蚀骨血仞”技能，使主人尽快从眩晕状态恢复		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
逆转心经·同伴绝技秘籍	6	1	843	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“逆转心经”技能，使主人移动速度更快		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
玄冰阴气·同伴绝技秘籍	6	1	844	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“玄冰阴气”技能，增加主人的火防		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
尘空梵烬·同伴绝技秘籍	6	1	845	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“尘空梵烬”技能，增加主人的普防		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
火凤轻吟·同伴绝技秘籍	6	1	846	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“火凤轻吟”技能，能使主人移动速度更快		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
纯阳无极·同伴绝技秘籍	6	1	847	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“纯阳无极”技能，使主人尽快从迟缓状态恢复		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
云生结海·同伴绝技秘籍	6	1	848	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“云生结海”技能，能增加主人的冰防		100	1	0	\script\item\partner_skillbook_ultimate.lua	0	1	1	1	0
平和气诀·同伴辅助秘籍	6	1	849	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“平和气诀”技能，使心态平静，能提高命中		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
虚空闪影·同伴辅助秘籍	6	1	850	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“虚空闪影”技能，增加在战斗中的躲闪能力		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
会神静心·同伴辅助秘籍	6	1	851	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“会神静心”技能，提高会心一击的几率		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
无念心经·同伴诅咒秘籍	6	1	852	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“无念心经”技能，能削弱敌人的雷防		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
五行无相·同伴辅助秘籍	6	1	853	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“五行无相”技能，全面提高各种抗性		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
弥气飘踪·同伴辅助秘籍	6	1	854	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“弥气飘踪”技能，加强移动能力		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
花飞蝶舞·同伴辅助秘籍	6	1	855	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“花飞蝶舞”技能，提高外功系武功出招速度		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
流光飞舞·同伴秘籍(取消)	6	1	856	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“流光飞舞”技能，提高内功系武功出招速度		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
还彼之身·同伴辅助秘籍	6	1	857	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“还彼之身”技能，能反弹近身伤害		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
倒行逆施·同伴辅助秘籍	6	1	858	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“倒行逆施”技能，能反弹远程伤害		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
性傲三冬·同伴辅助秘籍	6	1	859	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“性傲三冬”技能，减少受伤动作时间		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
点血截脉·同伴诅咒秘籍	6	1	860	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“点血截脉”技能，能削弱敌人的冰防		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
万毒不复·同伴辅助秘籍	6	1	861	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“万毒不复”技能，能尽快从中毒状态恢复		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
身轻如燕·同伴辅助秘籍	6	1	862	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“身轻如燕”技能，能尽快从迟缓状态恢复		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
凝音归元·同伴辅助秘籍	6	1	863	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“凝音归元”技能，能尽快从眩晕状态恢复		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
易骨经·同伴辅助秘籍	6	1	864	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“易骨经”技能，弱化受到的致命一击		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
束身术·同伴诅咒秘籍	6	1	865	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“束身术”技能，使敌人受到攻击时较难回复		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
缓身术·同伴诅咒秘籍	6	1	866	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“缓身术”技能，使敌人受到攻击时动作缓慢		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
眩目定身术·同伴诅咒秘籍	6	1	867	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“眩目定身术”技能，使敌人有可能致晕		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
益寿阴阳·同伴辅助秘籍	6	1	868	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“益寿阴阳”技能，提高生命力		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
安抚之语·同伴辅助秘籍	6	1	869	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“安抚之语”技能，在一定时间恢复生命		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
三生有幸·同伴辅助秘籍	6	1	870	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“三生有幸”技能，提高同伴自身的运气		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
鬼迷魅惑·同伴诅咒秘籍	6	1	871	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“鬼迷魅惑”技能，干扰敌人的攻击命中		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
夺命缠绕·同伴诅咒秘籍	6	1	872	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“夺命缠绕”技能，阻止敌人的闪避		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
妖狐倩影·同伴诅咒秘籍	6	1	873	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“妖狐倩影”技能，降低敌人的会心一击概率		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
惑神乱心·同伴诅咒秘籍	6	1	874	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“惑神乱心”技能，能削弱敌人的毒防		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
孤身碎影·同伴诅咒秘籍	6	1	875	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“孤身碎影”技能，能削弱敌人的普防		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
死亡羁绊·同伴诅咒秘籍	6	1	876	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“死亡羁绊”技能，降低敌人的移动速度		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
深魂念唱·同伴诅咒秘籍	6	1	877	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“深魂念唱”技能，使敌人的外功系武功出招速度减缓		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
及魄之咒·同伴诅咒秘籍	6	1	878	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“及魄之咒”技能，使敌人的内功系武功出速度减缓		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
化髓无意·同伴诅咒秘籍	6	1	879	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“化髓无意”技能，降低敌人的近身伤害反弹		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
融骨无踪·同伴诅咒秘籍	6	1	880	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“融骨无踪”技能，降低敌人的远程伤害反弹		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
阴潮之气·同伴秘籍(取消)	6	1	881	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升“阴潮之气”技能，使敌人毒发得更加频繁		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
暗毒之手·同伴诅咒秘籍	6	1	882	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“暗毒之手”技能，使敌人中毒更深		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
三伏之气·同伴诅咒秘籍	6	1	883	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升“三伏之气”技能，使敌人更长时间处于眩晕状态		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
南冥三段击·同伴武功秘籍	6	1	884	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升“南冥三段击”入门武功<enter>提高普攻伤害并对同伴初阶技能有加成		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
信使木腰牌	6	1	885	\spr\item\task\item_xinshimu.spr	385	1	2	木质纹理的腰牌上有班驳的血迹。使用它可以提高你的负抗10点。		100	1	0	\script\item\messenger\toll_mupaixinshi.lua	0	1	1	1	0
信使铜腰牌	6	1	886	\spr\item\task\item_xinshitong.spr	385	1	2	腰牌上篆刻着一只青铜色的猛虎。使用它可以提高你的负抗15点。		100	1	0	\script\item\messenger\toll_tongpaixinshi.lua	0	1	1	1	0
信使银腰牌	6	1	887	\spr\item\task\item_xinshiyin.spr	385	1	2	腰牌上银色的光辉像隔着一层淡淡的水雾。使用它可以提高你的负抗20点。		100	1	0	\script\item\messenger\toll_yinpaixinshi.lua	0	1	1	1	0
信使金腰牌	6	1	888	\spr\item\task\item_xinshijin.spr	385	1	2	代表身份的金质腰牌。使用它可以提高你的负抗25点。		100	1	0	\script\item\messenger\toll_jinpaixinshi.lua	0	1	1	1	0
御赐信使腰牌	6	1	889	\spr\item\task\item_xinshiyuci.spr	385	1	2	皇上亲自颁赐的信使最高荣誉，全天下只有五面。使用它可以提高你的负抗30点。		100	1	0	\script\item\messenger\toll_yucixinshi.lua	0	1	1	1	0
烤焦的月饼	6	1	890	\spr\item\special\月饼.spr	377	1	1	一个烤焦的月饼，使用后可以获得少量的经验。		100	1	0	\script\item\zhongqiu\yuebing_kaojiao.lua	0	1	1	0	0
